,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
1216,prerank,GO_Biological_Process_2021__positive regulation of dendrite extension (GO:1903861),0.7056369414096174,1.103769952559916,0.35822637106184363,0.7782071187094769,1.0,8/17,23.78%,NEDD4L;SMURF1;ITSN2;SYT1;SYT17;RIMS2;RASAL1;SYT2
1217,prerank,GO_Biological_Process_2021__response to cadmium ion (GO:0046686),0.6737726669807944,1.1033072254114327,0.33705357142857145,0.7802622658495811,1.0,12/28,16.27%,MT1X;MT1F;JUN;MAPK8;FOS;MT2A;MT1G;MAPK1;HSF1;CHUK;EGFR;MAPK9
1218,prerank,GO_Biological_Process_2021__regulation of receptor signaling pathway via JAK-STAT (GO:0046425),0.6516027386695277,1.103246336981756,0.3089770354906054,0.7799199788511292,1.0,16/44,16.26%,ADIPOR1;TNF;CAV1;HES1;PIGU;NOTCH1;DOT1L;ERBB4;NF2;CRLF3;BCL3;SOCS1;LEPROT;NLK;VHL;F2R
1219,prerank,GO_Biological_Process_2021__acute inflammatory response (GO:0002526),0.6850256076432011,1.103117086928374,0.3367117117117117,0.7800218168735296,1.0,4/23,2.27%,F3;ANO6;CEBPB;IL6R
1220,prerank,GO_Biological_Process_2021__maturation of LSU-rRNA (GO:0000470),0.6696858758748527,1.102946107415796,0.3384615384615385,0.7803358623133573,1.0,16/26,14.62%,RRP15;RPL7;NSA2;NHP2;NOP2;DDX18;RPF1;NIFK;RPL10A;RPL7L1;RSL1D1;WDR12;ZNHIT6;MAK16;RPL35;RPF2
1221,prerank,GO_Biological_Process_2021__establishment of vesicle localization (GO:0051650),0.7075603619301573,1.1028040549353462,0.3329571106094808,0.7804747037624977,1.0,8/18,11.12%,RAB11A;TMEM230;SNAPIN;DNM2;KIF5B;KIF5C;CCDC186;F8A1
1222,prerank,GO_Biological_Process_2021__extrinsic apoptotic signaling pathway (GO:0097191),0.6314478621007922,1.1027741942598979,0.2857142857142857,0.7799589396499678,1.0,34/71,15.24%,SMAD3;SORT1;CIB1;MCL1;BOK;TNF;IL6R;ITGAV;TNFRSF10B;BCL2L1;HIPK1;ERBB3;TRAF2;NGF;TNFRSF10A;GSK3B;DDX3X;GSK3A;CASP3;ACVR1B;MOAP1;SIVA1;CASP2;DEDD;RNF41;PDPK1;G0S2;DEDD2;DAB2IP;IL12A;CRADD;APPL1;TGFB2;BCL2
1223,prerank,GO_Biological_Process_2021__peptidyl-tyrosine autophosphorylation (GO:0038083),0.7287534390969677,1.102519906889915,0.3380281690140845,0.7806906334206462,1.0,2/15,1.14%,DDR1;IGF1R
1224,prerank,GO_Biological_Process_2021__protein catabolic process (GO:0030163),0.6399291975908201,1.102486637305708,0.305327868852459,0.7801869089376793,1.0,30/57,21.84%,UBE2G1;PMAIP1;CTSD;HSP90AA1;ADAMTS9;SOCS6;DDB1;BAG6;DDI2;PRPF19;USE1;PPT1;MTOR;TRIM24;RNF41;UCHL3;SIAH1;DENND3;APOE;DAB2IP;STT3B;CUL4B;VCP;NCCRP1;IDE;NR1D1;RIPK1;CLN8;ATE1;SIAH2
1225,prerank,GO_Biological_Process_2021__regulation of Rac protein signal transduction (GO:0035020),0.7138268398347183,1.1021757171311461,0.3578826237054085,0.7813382841414023,1.0,4/16,8.67%,STMN3;ARF6;OGT;ALS2
1226,prerank,GO_Biological_Process_2021__positive regulation of cell junction assembly (GO:1901890),0.6385865044152671,1.1018400770328614,0.2975206611570248,0.782621527861546,1.0,15/57,9.74%,EPHA2;CLDN3;CRB3;NRP1;CAV1;MAP4K4;RAC1;S100A10;SFRP1;FERMT2;IL1RAP;ROCK1;EPHB3;CLSTN1;PTPRJ
1227,prerank,GO_Biological_Process_2021__synapse assembly (GO:0007416),0.6331468987865696,1.1018251744209453,0.29035532994923857,0.7820392562938918,1.0,19/67,17.32%,CDH2;CDH1;FARP1;FGF13;PLXNB2;RYK;PLXND1;OBSL1;LRRC4;FZD5;PTEN;PLXNB1;ADGRL3;DBNL;DVL1;NRCAM;PCDHB2;BDNF;ACHE
1228,prerank,GO_Biological_Process_2021__mitochondrial calcium ion homeostasis (GO:0051560),0.697076196324819,1.1017084878535441,0.3600451467268623,0.7820056459866845,1.0,7/19,13.03%,LETM1;SLC8B1;TGM2;MCUR1;PDZD8;MCU;FIS1
1229,prerank,GO_Biological_Process_2021__male meiosis I (GO:0007141),0.7255954352768228,1.101588969889627,0.34269005847953216,0.7820033113387026,1.0,3/15,11.66%,ING2;FOXJ3;TDRD9
1230,prerank,GO_Biological_Process_2021__negative regulation of peptidyl-threonine phosphorylation (GO:0010801),0.7001087017455744,1.101072494737772,0.3645833333333333,0.784375713566427,1.0,7/17,9.18%,SPRY2;EIF4G1;SPRED2;PARD3;CALM3;INPP5K;CALM1
1231,prerank,GO_Biological_Process_2021__positive regulation of cell cycle (GO:0045787),0.632738478370831,1.100865918962747,0.3030927835051546,0.7848595194107296,1.0,32/65,15.95%,RPS15A;PKN2;CITED2;ADAM17;CALR;MEIS2;CCNYL1;CCND1;CDC25B;LRP6;USP22;RAD23A;RGCC;SRPK2;DUSP3;USP2;ZBED6;CCNB1;SPHK1;MDM2;HSF1;RARA;TTL;PSRC1;CDK4;HCFC1;TGFB2;APP;LGMN;CDKN1B;EGFR;CCNY
1232,prerank,GO_Biological_Process_2021__positive regulation of cellular biosynthetic process (GO:0031328),0.616143304635833,1.1005213014362296,0.197,0.7861640984012931,1.0,75/173,15.79%,RPL5;IGF2;DDAH2;GIPC1;DYRK2;CLU;SMAD3;IRS2;BCAR3;RPL26;CTDNEP1;ELAVL1;SOX4;CXCL8;TNF;PTPN2;YTHDF1;LARP6;SAMD4A;PCIF1;HSP90AA1;HIF1A;DHX9;INSR;FXR2;EEF2;FAF1;ASS1;EGR1;OPN3;LARP4;SLC25A37;ARPP19;RGCC;DDB1;PLXNB2;PYM1;UPF3B;PRKDC;DDX3X;LPGAT1;NOS1AP;P2RX4;POLDIP3;SP1;SIRT1;EDN1;LDLR;NR1H2;UPF3A;FXR1;IRS1;MTOR;HNRNPD;AKT2;RPS4X;FMR1;STARD4;CHP1;PARK7;SNCA;EIF3C;BCL3;LARP4B;METTL5;APOA1;APPL1;KAT7;CPEB3;ERBB2;MFSD2A;PTGS2;ARNT;METTL14;EGFR
1233,prerank,GO_Biological_Process_2021__positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),0.6374997674683992,1.100467916737732,0.28600612870275793,0.7857865773936904,1.0,33/74,14.38%,CLU;TRIB1;DDRGK1;RNF19A;CSNK1A1;DDA1;RAD23A;PTK2;CSNK1E;TRIB2;RNF217;ARIH1;USP5;GSK3B;SMURF1;PIAS1;GSK3A;ZYG11B;RNF180;FBXW7;PRICKLE1;RNF14;HSPBP1;RNF19B;RACK1;NUB1;CSNK1D;DET1;MDM2;PTEN;HSPA1B;DVL1;RNF139
1234,prerank,GO_Biological_Process_2021__polyol biosynthetic process (GO:0046173),0.7133028915799046,1.1003180018315222,0.3659090909090909,0.7859562172661185,1.0,9/16,19.70%,ITPKC;ISYNA1;IP6K2;PPIP5K2;IPPK;ITPKA;ITPKB;IPMK;FGF2
1235,prerank,KEGG_2021_Human__Rap1 signaling pathway,0.6192035767010208,1.0999028981001657,0.156,0.7876739307451895,1.0,85/204,19.73%,PARD6B;EPHA2;EFNA1;EFNA5;ENAH;NRAS;ACTB;IGF1R;SIPA1L2;CDC42;CRK;CDH1;MAP2K2;CTNNB1;INSR;PRKD3;MAGI3;FARP2;GNAQ;MAP2K3;ACTG1;RAPGEF2;GNAI3;PFN1;RAC1;KITLG;CSF1;PARD3;NGF;CALM3;CTNND1;GRIN2A;MAP2K1;PRKCI;KRAS;RAPGEF3;PRKCZ;RAP1B;PGF;DOCK4;CALM1;PLCB1;MET;BRAF;RAP1A;KRIT1;VASP;FGF17;AKT2;SIPA1;PIK3CA;SIPA1L1;PDGFC;GNAI1;EVL;MAPK1;RALGDS;MAPK14;PDGFD;RAPGEF5;PLCB4;PIK3R3;TIAM1;PARD6G;RAPGEF1;FGFR1;EGFR;ADCY2;F2R;GNAO1;PLCE1;LPAR1;ITGB2;TLN2;PRKCB;RAP1GAP;PLCG1;FLT4;FGFR4;ADCY5;CRKL;PLCB3;MAPK3;FGF2;ID1
1236,prerank,GO_Biological_Process_2021__chromosome organization (GO:0051276),0.624390344001087,1.0996708846237904,0.2578046324269889,0.7883768418623617,1.0,44/99,14.27%,MTF2;HMGA2;HMGN2;SMARCA4;HDAC1;TCF7L2;PARP1;TCF7L1;SETD7;HMGN3;NUCKS1;SOX2;CUL4A;RAD23B;SAFB;DDB1;RAE1;COPS8;COPS5;COPS3;NUP155;CETN2;BRWD1;CENPW;HDAC3;DOT1L;SIRT1;HDAC5;HMGB2;HDAC2;EHMT1;CENPV;MSH3;COPS7A;NUP133;FAM50B;COPS2;CENPH;LATS1;LRWD1;COPS6;COPS7B;BAHD1;EZH2
1237,prerank,GO_Biological_Process_2021__posttranscriptional regulation of gene expression (GO:0010608),0.6466930677446856,1.0994114992276274,0.33438155136268344,0.7892559173355006,1.0,28/45,15.00%,FOXO3;PUM1;PER1;METTL16;PCIF1;TCOF1;PUM2;RC3H1;LARP4;NOLC1;ATXN2;PUM3;YTHDC1;PKP3;MAPKAPK5;NUDT21;ATG14;MTPN;NANOS1;ZC3H7A;LARP1;CYFIP1;EIF2B4;METTL18;TSC1;ZNF385A;EIF2A;APP
1238,prerank,KEGG_2021_Human__Aldosterone-regulated sodium reabsorption,0.6563869330918165,1.099341357821444,0.3447171824973319,0.7889754303242512,1.0,14/36,14.63%,ATP1A1;ATP1B1;SFN;NEDD4L;INSR;SLC9A3R2;KRAS;SCNN1A;IRS1;PDPK1;PIK3CA;MAPK1;SGK1;PIK3R3
1239,prerank,GO_Biological_Process_2021__negative regulation of phosphorylation (GO:0042326),0.6360890953556988,1.0992964951088078,0.27603640040444893,0.788570787391966,1.0,40/82,16.38%,IRS2;ZC3H12A;CIB1;OCLN;ANKLE2;DYNLL1;HNRNPU;PPP1R15B;LRP6;TARDBP;CDKN2A;CDKN1A;TIGAR;NCOR1;PRKRIP1;PRNP;BMP7;CDKN2B;CORO1C;BMP4;SLIT2;GIT1;ATG14;TRAF3IP1;PRKDC;WWTR1;INPP5K;ROCK1;SIRT1;DNAJC10;CDKN2D;CHP1;PARK7;PTEN;DAB2IP;PAQR3;PTPN13;CDKN1B;CACTIN;PLPP3
1240,prerank,KEGG_2021_Human__Thyroid hormone synthesis,0.636473949885738,1.09917305317447,0.2870275791624106,0.7885713696576444,1.0,17/70,9.73%,ATP1A1;PAX8;HSP90B1;ATP1B1;CANX;GPX3;CREB5;HSPA5;GNAQ;ATF6B;CREB3L2;ITPR2;CREB1;LRP2;PLCB1;ITPR3;TTF2
1241,prerank,GO_Biological_Process_2021__positive regulation of ERBB signaling pathway (GO:1901186),0.6796691756695008,1.0990149458892962,0.3637362637362637,0.7887959192600374,1.0,9/25,10.39%,BCAR3;RTN4;AFAP1L2;HIP1R;DGKD;NUP62;SHKBP1;CBL;CNOT9
1242,prerank,GO_Biological_Process_2021__protein transport (GO:0015031),0.6160423860887732,1.0989702916063262,0.1,0.7883967696357395,1.0,164/347,18.89%,MACF1;STX3;CLU;MYO6;SVBP;RAB21;HSP90B1;RAB22A;TMED5;ARF1;ATP6V0B;RAB13;TMEM167A;CANX;ATP6V1D;EVI5;ERP29;RAB31;VAMP2;TMED2;ARL4C;RAB11B;STXBP2;USP6NL;TMED4;UNC119;PDCD6;ARF6;SYS1;CHMP1B;RAB5B;VMP1;STX8;CENPF;TBC1D17;KIF13A;IFT22;DNM2;RAB6B;UNC119B;EHD1;KIF3B;RAB10;STX16;COPZ1;ARHGEF2;STX5;TBC1D22B;ATP6V0A1;ARF3;TLK1;RAB3D;CHMP3;ARL5B;TMED7;RAB3GAP2;GGA2;EIF2D;RAB8A;SNX4;GOLPH3;SYNRG;RAB1B;SAR1B;TMED1;STX12;ARRDC3;CLTC;CTTN;DNAJC27;TBC1D9B;PPT1;FAM91A1;LRP2;VPS29;ARL5A;ARFRP1;SNX9;AMN;ATP6V1C1;SLU7;COG7;TBC1D10A;GGA1;MCOLN1;TBC1D15;CHMP2A;MIA3;RABGAP1;RILP;GRTP1;BLZF1;STXBP3;SCAMP1;STX1A;RAB3B;LMTK2;RABL3;NDC1;TBC1D30;STX6;NAPG;YWHAH;PREB;ARL1;AP3B1;ATP6AP1;TBC1D4;TMED10;HERC2;TFRC;ATP6V1B2;ARFGAP3;RAB15;AP4M1;ATP6V1A;RPGR;ARFIP1;APOE;ATP6V1B1;NAPB;STX10;TCIRG1;ATP6V0A2;COPA;COPG2;ARRDC1;ZDHHC17;SGSM2;RAB7A;SNX1;VPS26B;RUNDC1;RIC1;PREPL;ARL14;TBC1D8;ARF5;RAB8B;GOLGA7;SAR1A;RAB20;SNX27;NECAB3;WDR11;SEL1L;EVI5L;KIF3A;GOLGA4;ATP6V1H;SPTBN1;GGA3;VPS33A;SNX8;PRKCB;VAMP4;RAB1A;STX7;CEP290;VLDLR;TBC1D13;RABL2A;NSF;GOLPH3L
1243,prerank,GO_Biological_Process_2021__positive regulation of syncytium formation by plasma membrane fusion (GO:0060143),0.7156107416424863,1.0989640601004151,0.37222870478413067,0.7877516006701637,1.0,6/15,13.23%,EHD1;SCGB3A1;ADAM9;RAPGEF3;TYROBP;MAPK14
1244,prerank,GO_Biological_Process_2021__tRNA aminoacylation for protein translation (GO:0006418),0.6718257978504768,1.0989098667235182,0.36574585635359114,0.7873951264081238,1.0,15/24,22.85%,IARS2;EEF1E1;FARSA;CARS2;WARS2;AIMP2;FARSB;EARS2;SARS2;AIMP1;YARS2;MARS2;PARS2;HARS2;DARS2
1245,prerank,KEGG_2021_Human__Aldosterone synthesis and secretion,0.623644842471458,1.0988138631406632,0.2651209677419355,0.787269303742808,1.0,21/95,9.62%,ATP1A1;ATP1B1;ATP2B1;CREB5;NR4A2;NPR1;PRKD3;GNAQ;ATF6B;CREB3L2;ITPR2;ATP2B4;CALM3;NR4A1;CREB1;LDLR;CALM1;PLCB1;DAGLB;ORAI1;ITPR3
1246,prerank,GO_Biological_Process_2021__mitochondrion organization (GO:0007005),0.620037870133255,1.098516579051506,0.207,0.7883151002045289,1.0,68/165,13.03%,TIMM44;TOMM20;BIK;SLC25A33;TIMM17A;PHB2;PARP1;SLIRP;SLC25A4;MEF2A;CAV2;TIMM22;BNIP3L;TMEM11;PPRC1;SSBP1;BCL2L1;TOMM34;CLUH;TOMM5;TOMM7;DNM2;TFB2M;DNAJA3;TIMM9;PISD;TFAM;COX7A2L;PINK1;TOMM40;DNM1L;THG1L;TIMM10;MUL1;TIMM8B;CYCS;MYH14;CXADR;MIEF2;MPV17;HAX1;ATPAF1;MFN2;MGME1;YME1L1;VPS13D;MIEF1;PITRM1;GDAP1;ATAD3B;TIMM23;TIMM50;LONP1;TIMM17B;RHOT1;HK2;TIMM10B;MTX2;HIGD2A;CHCHD2;SLC25A36;SLC25A6;MFN1;CHCHD3;TIMM13;PARK7;NDUFS1;FIS1
1247,prerank,GO_Biological_Process_2021__regulation of cardiac muscle hypertrophy (GO:0010611),0.6801058689028975,1.098460946990871,0.3857302118171683,0.787928329684757,1.0,10/23,8.86%,PARP1;MEF2A;IL6ST;ROCK2;MTPN;NOTCH1;P2RX4;SLC9A1;ROCK1;EDN1
1248,prerank,GO_Biological_Process_2021__endosome organization (GO:0007032),0.6589867290686514,1.098400398297296,0.33510074231177095,0.7876113137739743,1.0,17/37,16.92%,RAB22A;HOOK2;TMEM9;LAPTM4B;CORO1C;HOOK1;PLEKHJ1;ALS2;ARFGEF2;USP8;RILP;RNF26;SQSTM1;TMCC1;EXOC8;DNM1;AKTIP
1249,prerank,GO_Biological_Process_2021__odontogenesis (GO:0042476),0.6572943130090492,1.0981940158321908,0.3389830508474576,0.7881504607455577,1.0,13/36,9.58%,FOXC1;OSR2;HDAC1;LRP6;TUFT1;ZNF22;ANKRD11;WNT6;BMP4;AQP3;AQP5;BCOR;HDAC2
1250,prerank,KEGG_2021_Human__T cell receptor signaling pathway,0.6238087175440672,1.0981849256185023,0.2613065326633166,0.7875238618716303,1.0,33/101,14.63%,MAP2K7;NRAS;PPP3CA;CDC42;JUN;TNF;BCL10;NFATC2;MAP2K2;FYN;SOS2;PAK4;MAPK8;MALT1;NFKB1;MAP3K8;FOS;DLG1;CBLB;GSK3B;MAP2K1;KRAS;RELA;PPP3R1;PDPK1;AKT2;PIK3CA;NCK2;MAPK1;NCK1;MAPK14;CDK4;PIK3R3
1251,prerank,GO_Biological_Process_2021__cellular response to BMP stimulus (GO:0071773),0.6319858192784814,1.0980996457065817,0.3067484662576687,0.7873083983009982,1.0,28/63,19.57%,SMAD3;SOX9;SMAD5;SMAD2;SFRP1;PDCD4;USP15;BMP7;BMP4;BMPR2;SMURF1;RGMB;BMP6;ZFYVE16;USP9X;HIVEP1;ACVR1;TGFBR3;SMAD4;RUNX2;ACVR2A;TGFB2;FAM83G;BMPR1B;SLC33A1;SMAD7;MAPK3;ACVR2B
1252,prerank,GO_Biological_Process_2021__cellular response to acid chemical (GO:0071229),0.6710903685262267,1.0980427713064183,0.3556298773690078,0.7869530523343402,1.0,10/26,10.43%,CAPN2;IPO5;SH3BP4;LAMTOR2;SESN2;LAMTOR5;LAMTOR4;CPEB4;RRAGC;MTOR
1253,prerank,GO_Biological_Process_2021__protein K63-linked deubiquitination (GO:0070536),0.6745167134755511,1.0980155385927812,0.3540305010893246,0.7864284589040236,1.0,16/28,18.96%,TNFAIP3;SPATA2;OTUD1;OTUD7B;OTUD4;CYLD;OTUD5;USP33;ATXN3;USP8;USP7;ZRANB1;UIMC1;SHMT2;YOD1;STAMBP
1254,prerank,GO_Biological_Process_2021__regulation of embryonic development (GO:0045995),0.6626903303042273,1.0976901484414388,0.3619361936193619,0.7877198282247552,1.0,11/33,9.58%,B4GALT5;LHX1;NIPBL;TDG;INSR;BAG6;TRIP12;RBM19;CCSAP;PLCB1;EHMT1
1255,prerank,KEGG_2021_Human__Primary immunodeficiency,-0.45426922828821564,-1.0976749633644123,0.2727272727272727,0.7615005557713169,1.0,16/35,10.35%,CD3D;PTPRC;CD79A;CD40;TAP2;IL2RG;ICOS;CD3E;CD8A;TAP1;ADA;IL7R;CD8B;RFXAP;CD40LG;IGLL1
1256,prerank,GO_Biological_Process_2021__cellular response to organic substance (GO:0071310),0.6206636687457389,1.0975691756822619,0.25100401606425704,0.7877228272348922,1.0,47/119,17.27%,SMAD3;NCOA3;CIB1;PTPN14;PTPN11;TNF;PTPN2;SOCS2;PTPN12;URI1;KHSRP;CTNNB1;CPNE3;MAPK8;TBK1;ZNF16;SFRP1;TIPARP;SLIT2;BMPR2;INPP5K;ACVR1C;NFAT5;ACVR1B;HAX1;LRP2;ACVR1;SHC1;NCOA1;PTPN18;RACK1;CCL3;SPHK1;MAPK7;TRAF6;PARK7;LDLRAP1;ACVR2A;NCOA2;PTPN13;DPYSL3;ERBB2;CDK9;PTPN4;BMPR1B;PTPN6;TGFBR1
1257,prerank,GO_Biological_Process_2021__tube closure (GO:0060606),0.6724023138570129,1.0975272939306915,0.3251599147121535,0.787287867639934,1.0,18/31,17.28%,PHACTR4;BCL10;LRP6;COBL;DVL2;PLXNB2;PRICKLE1;LRP2;SKI;VASP;LMO4;CELSR1;TGFB2;SEMA4C;DLC1;TSC2;IFT122;GRHL2
1258,prerank,GO_Biological_Process_2021__regulation of dendritic spine morphogenesis (GO:0061001),0.6708255297113408,1.097439492739589,0.32362459546925565,0.7871321110279159,1.0,14/31,18.37%,EFNA1;KIF1A;ABI2;ARC;NGEF;CAPRIN1;PDLIM5;EPHA4;SIPA1L1;PTEN;DBNL;ARHGAP44;DHX36;DBN1
1259,prerank,GO_Biological_Process_2021__regulation of MAPK cascade (GO:0043408),0.6149491528843406,1.0970814160691074,0.19176706827309237,0.7884810470159235,1.0,63/160,17.75%,IQGAP1;YWHAZ;IGF2;EPHA2;DUSP1;WWC1;BCAR3;IGF1R;DHX33;CAV2;ROCK2;CAV1;NF1;MAP2K2;SOX2;INSR;STK3;GSTP1;PAK4;FN1;MAP4K4;TAOK1;IL11;RYK;LBH;DUSP3;MINK1;MAP2K1;TAOK3;ROCK1;PHLPP1;PTPRJ;TGFBR3;SHC1;APIP;VRK2;TRAF7;CX3CL1;KSR1;RNF41;ULK4;ROR1;SYK;MAPK1;TRIM5;PELI2;CD24;DAB2IP;LIF;ERBB2;ZDHHC17;FGFR1;EGFR;EPHA7;MYDGF;SPRED1;F2R;PTPN6;ARHGEF5;LPAR1;TNIK;GRM4;NTRK2
1260,prerank,GO_Biological_Process_2021__actin cytoskeleton reorganization (GO:0031532),0.6316085472855043,1.0970747376828733,0.3116751269035533,0.7878437689717611,1.0,25/63,14.70%,CLDN3;NEDD9;NRP1;PTPN1;WHAMM;EZR;RICTOR;FARP2;FLNA;PIP5K1A;CDC42BPB;CAPN10;MKLN1;RAP2A;CXADR;MINK1;CTTN;PARVA;MCU;CDC42BPA;SIPA1L1;FER;MICALL2;ANXA1;PTK7
1261,prerank,GO_Biological_Process_2021__cellular modified amino acid catabolic process (GO:0042219),0.7185699750704566,1.0968939482983415,0.3855140186915888,0.7881682960944624,1.0,2/15,2.43%,ABHD12;GGT7
1262,prerank,GO_Biological_Process_2021__negative regulation of autophagy (GO:0010507),0.6361103694380471,1.0966443192120428,0.32028836251287335,0.7888667832908234,1.0,22/58,13.78%,SMG1;MCL1;EIF4G3;FOXK1;QSOX1;EIF4G1;SNRNP70;DAPL1;PINK1;EIF4G2;KDM4A;CPTP;MET;MTOR;USP36;TAB2;PIK3CA;SMCR8;TLK2;SNCA;RUBCN;TSC1
1263,prerank,GO_Biological_Process_2021__mitochondrial translation (GO:0032543),0.6226332419984316,1.0965744967709752,0.25985844287158744,0.7885746581797322,1.0,55/104,17.67%,MRPL51;MRPL55;MRPS11;MRPL37;MRPS15;MRPL4;MRPL20;MRPS26;MRPL33;MRPL46;MRPS35;GATC;MRPL42;MRPS36;MRPL11;MRPL14;GADD45GIP1;IARS2;MRPL36;MRPL3;ERAL1;MRPS2;DAP3;NDUFA7;MRPL43;MRPL32;MRPS5;MRPL19;AURKAIP1;MRPL9;MRPS14;MRPS18B;MRPS18A;MRPS12;MRPS16;MRPS9;MRPS17;MRPS27;PTCD3;MRPL45;MRPL49;MRPL35;CHCHD1;FASTKD2;MRPL2;MRPS33;MRPS34;MRPS7;EARS2;MRPL50;MRPL44;MRPS10;MRPL53;MRPL17;MTIF2
1264,prerank,GO_Biological_Process_2021__long-chain fatty acid transport (GO:0015909),0.664167842996399,1.0961529283383475,0.35978260869565215,0.7903662939204452,1.0,10/32,17.32%,ABCD3;PRKAG2;ACSL3;PRKAA2;FABP5;ACACA;APOE;CPT2;MFSD2A;ABCD4
1265,prerank,GO_Biological_Process_2021__protein targeting (GO:0006605),0.6238878725125422,1.0960670670543555,0.24849699398797595,0.790168463471307,1.0,55/122,15.85%,RAB3IP;GIPC1;TIMM44;TOMM20;AP1M2;SPCS3;RPL11;TIMM17A;NACA;SORL1;TIMM22;CDC37;MYO1C;TOMM34;TOMM5;TOMM7;TIMM9;SEC63;ZFAND2B;PARD3;TOMM40;LONP2;TIMM10;TIMM8B;VPS37C;AP1S3;RABGEF1;PRKCI;SRPRA;VPS37A;MFN2;VPS37D;PITRM1;GDAP1;TIMM23;KIF13B;ZDHHC2;TIMM17B;TIMM10B;SEC61A1;YIF1B;SLC25A6;TIMM13;AP4M1;FIS1;ZDHHC3;ICMT;ZDHHC21;ZDHHC18;ZDHHC6;RASSF9;PEX19;ZFAND6;ATG3;TOMM70
1266,prerank,GO_Biological_Process_2021__negative regulation of cell-substrate adhesion (GO:0010812),0.6587844646108483,1.0959669309620428,0.328042328042328,0.7900676417409888,1.0,15/37,11.80%,JAG1;TACSTD2;EFNA5;ACTN4;CDKN2A;ITGB1BP1;MAP4K4;RCC2;CORO1C;NOTCH1;NF2;CX3CL1;MELTF;FZD7;ADAM15
1267,prerank,KEGG_2021_Human__GnRH signaling pathway,0.6232603899908348,1.0958842012978207,0.2755825734549139,0.7898762796347574,1.0,38/88,19.51%,MAP2K7;NRAS;HBEGF;CDC42;JUN;MAP2K4;MAP2K2;MAP3K1;SOS2;GNAQ;MAPK8;EGR1;MAP2K3;MAP3K2;ITPR2;CALM3;MAP2K1;KRAS;MAP3K4;CALM1;PLCB1;ITPR3;PLD2;MAPK7;MAPK1;MAPK14;PLCB4;ELK1;PRKACA;EGFR;ADCY2;MAPK9;CAMK2G;PRKCB;ADCY5;MAP3K3;PLCB3;MAPK3
1268,prerank,GO_Biological_Process_2021__regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091),0.7061869862007512,1.0958255757782627,0.37528604118993136,0.7895551645348218,1.0,5/16,11.85%,HMGA2;CXCL8;INPP5K;MORC2;SETDB1
1269,prerank,GO_Biological_Process_2021__positive regulation of signal transduction (GO:0009967),0.6150067699157511,1.0957596605542836,0.145,0.7892664561620378,1.0,71/238,14.75%,JAG1;KLK6;IGF2;ELF3;MACF1;F3;CITED2;SMARCA4;DCDC2;ASXL1;NRP1;SNX5;SULF2;PTPN11;CDKN2AIP;GAS6;IL6ST;CAV2;SORL1;TNFAIP3;CSNK2A1;TRIM44;PHIP;ITGAV;MYO1C;HIF1A;CTBP2;AAK1;HOMER1;ITGB1BP1;DSTYK;EPN2;FLNA;SFRP1;ERFE;GPS2;SPIN1;MESP1;HTT;ASXL2;CDC73;NOTCH1;SALL1;MAML3;PRKCI;PRKCZ;CREBBP;BMP6;SIRT1;SNW1;GATA3;TRAF7;IRS1;ING5;SKI;UCHL5;LANCL2;EP300;NEPRO;LIMS1;TUBD1;ROBO1;PTEN;DAB2IP;CRADD;ZDHHC5;MBD5;MAML2;NTF3;TGFB2;ZRANB1
1270,prerank,GO_Biological_Process_2021__BMP signaling pathway (GO:0030509),0.6285964093238374,1.0957435330309677,0.32346938775510203,0.7886900370052466,1.0,26/59,19.57%,SMAD3;SMAD5;SMAD2;PDCD4;USP15;BMP7;BMP4;BMPR2;SMURF1;RGMB;BMP6;ZFYVE16;USP9X;HIVEP1;ACVR1;TGFBR3;SMAD4;RUNX2;ACVR2A;TGFB2;FAM83G;BMPR1B;SLC33A1;SMAD7;MAPK3;ACVR2B
1271,prerank,GO_Biological_Process_2021__determination of left/right symmetry (GO:0007368),0.6522800103283011,1.0957220139364818,0.3390191897654584,0.7881698396622493,1.0,5/36,9.38%,CITED2;KIF3B;MKKS;NOTCH1;OFD1
1272,prerank,GO_Biological_Process_2021__phosphatidylinositol-mediated signaling (GO:0048015),0.629156392271834,1.095570101587815,0.2998976458546571,0.7883597657223077,1.0,28/68,17.00%,IRS2;IGF1R;C1QBP;NF1;EZR;ZFP36L1;ERBB3;OGT;NGF;TYRO3;PIK3C2A;PLCD3;EDN1;PLCB1;PI4KB;GATA3;IRS1;PIK3CA;PIK3C3;PTEN;PTAFR;GAB2;PIK3C2B;PLCB4;ERBB2;FGFR1;EXOC1;PLCE1
1273,prerank,GO_Biological_Process_2021__neurogenesis (GO:0022008),0.655111771704324,1.0952820405149128,0.3416666666666667,0.789302307790442,1.0,18/43,18.66%,CDK6;SIX1;RITA1;RYK;MESP1;BTBD3;THOC2;BTBD1;DAGLB;SIX4;ANXA1;TGFB2;METTL14;BTBD6;LPAR1;CDK5RAP2;ROGDI;ERCC6
