,mean_expression
JAK2,0.01820913984812033
MTND1P11,0.0007880107684686309
MTCO1P11,0.00281263331726755
MTCO2P11,0.002096494024238886
MTND5P14,0.0
TCF3P1,0.00042196187237135044
IGHEP2,0.0007984873338841398
INSL6,0.0
INSL4,0.0007833293234925098
RLN2,0.005676296338090621
RLN1,0.0008364420784438983
RP11-12D24.10,0.0003830159846370946
PLGRKT,0.12142317112075005
CD274,0.029355316181212496
PDCD1LG2,0.007009379197822425
RIC1,0.031012865271534882
RP11-207C16.4,0.00031987701677685696
ERMP1,0.00595695232001424
KIAA2026,0.10446814397767888
MLANA,0.0003766069700416035
RANBP6,0.036756344613047554
RP11-218I7.2,0.0
GTF3AP1,0.0
IL33,0.0258980441908807
UHRF2,0.08263157609313218
GLDC,0.018082249316038884
RN7SL25P,0.0
RP11-472F14.4,0.00046188145282240173
RPL23AP57,0.010202211323549652
RP11-390F4.6,0.014930632263571669
RN7SL123P,0.0
RPS3AP54,0.0005003144556496654
RNF2P1,0.0
RP11-390F4.2,0.001415924499196413
RP11-390F4.10,0.0
RP11-390F4.3,0.009132986624632767
PRELID3BP11,0.0
SNRPEP2,0.002048450184321214
KDM4C,0.023237090778881933
RP11-403H13.1,0.0011340549427600849
RPL4P5,0.004269678357788263
PPIAP33,0.0
RP11-77E14.2,0.0
TMEM261,0.21727525218179727
PTPRD,0.00990477103787929
RP11-134K1.2,0.011323733935567548
PTPRD-AS1,0.007202976111260604
RPS26P3,0.0034137946478110994
RN7SL5P,0.001835006338818903
RP11-109M17.2,0.0007521721843457522
TYRP1,0.0007245394214623974
LURAP1L-AS1,0.00015065850437460016
RN7SL849P,0.0
LURAP1L,0.011234419863980752
PRDX1P1,0.0021694382630432518
RP11-382H24.2,0.00033419315662255617
MPDZ,0.01932948571952441
RP11-272P10.2,0.0
LINC01235,0.005198941888399245
RP11-536O18.1,0.002931787652708605
RPL3P11,0.0
NFIB,0.0774418410922599
RP11-280O24.3,0.0
RP11-120J1.1,0.0
RP11-408A13.3,0.0
RP11-408A13.4,0.0005911763484516815
ZDHHC21,0.022199136117107336
FREM1,0.0021411482373261542
LDHAP4,0.00022814444758067335
CLCN3P1,0.001133415764279397
RP11-54D18.2,0.002966736979254516
RP11-54D18.4,0.0019365391763170848
TTC39B,0.03011807298530667
RPL7P33,0.0012085102507548846
SNAPC3,0.02481564070471896
PSIP1,0.20140445162182874
FTH1P12,0.0015939262245611334
CCDC171,0.007782271691139672
RNU6-14P,0.0003524304118009956
C9orf92,0.0008960486095877414
BNC2,0.04114381425552824
RP11-62F24.1,0.0002820199088609997
RP11-62F24.2,0.00713208807371494
CNTLN,0.034171603442311495
SH3GL2,0.00014562065896611673
PABPC1P11,0.0
ADAMTSL1,0.009434627250400777
SAXO1,0.0011631201832650584
RP11-296P7.4,0.0007516876355607189
RRAGA,0.2391613328577015
HAUS6,0.03765163209025355
SCARNA8,0.0
PLIN2,0.39253937487571366
RP11-146N23.1,0.01046756769499016
DENND4C,0.042102135424204185
RP11-146N23.4,0.0
RP11-513M16.7,0.00035934589220512766
RP11-513M16.8,0.0016249431895263432
RPS6,3.570174644547214
NDUFA5P3,0.0
ACER2,0.00015228300080429307
RP11-363E7.4,0.0058054602208329606
MAP1LC3BP1,0.0
SLC24A2,0.0028105906938997462
RP11-471J7.1,0.0
RP11-378I6.1,0.0013538604863114715
MLLT3,0.07216140370513441
MIR4473,0.0
FOCAD,0.006287625802329992
FOCAD-AS1,0.0006610673233193969
HACD4,0.05048653422285606
IFNB1,0.001413990922947092
IFNA5,0.0
KLHL9,0.040909783784160464
IFNA13,0.00037341133708680566
IFNA2,0.0005539937444450194
MIR31HG,0.0020758335244210864
IFNE,0.0011916348927809477
RN7SL151P,0.000269098782973965
MTAP,0.04422035381026361
TUBB8P1,0.00014408424155183225
RP11-70L8.4,0.00034303968239109714
RP11-70L8.5,0.015019352791915646
CDKN2A,0.2906643874399749
CDKN2B-AS1,0.005537275705556996
RP11-149I2.4,0.0
CDKN2B,0.11245822749448975
UBA52P6,0.009196112946435882
RP11-408N14.1,0.0010227203702114279
DMRTA1,0.0238400458065541
LINC01239,0.0011264041245842118
CLIC4P1,0.0
ELAVL2,0.00819758563052116
RP11-321L2.2,0.0
RN7SKP120,0.0020853013813415706
TUSC1,0.1619050983641888
RP11-18A15.1,0.00046488199208105446
RP11-337A23.6,0.00018422671764963612
CAAP1,0.05246961727534011
PLAA,0.0830817096267906
IFT74,0.03683587408527772
IFT74-AS1,0.0016623508556398337
LRRC19,0.00029964400291893187
TEK,0.0018760148755961371
EQTN,0.0006004660226885289
MOB3B,0.045207436979747606
IFNK,0.0005574571698093638
C9orf72,0.04255442167583717
CTAGE12P,0.0002167034298783761
RP11-575I8.1,0.0
RP11-438B23.2,0.0004739309290966104
LINGO2,0.0012081170552245936
SLC4A1APP1,0.0
C2orf27AP2,0.0
KRT18P66,0.0
KRT18P36,0.0
RPS26P2,0.004479507548614305
SLC25A6P2,0.00047151791954919554
HMGB3P23,0.0
SLC25A5P8,0.0003000986397121743
ACO1,0.07839764914412596
DDX58,0.07690637775037762
TOPORS,0.24925463898046937
TOPORS-AS1,0.07950460055782624
NDUFB6,0.38607831063134257
DFFBP1,0.0
GVQW1,0.0034088926274731942
TAF1L,0.0013830413878740619
RP11-555J4.3,0.0
RP11-462B18.1,0.0003722201561598977
TMEM215,0.011108524656748619
RP11-462B18.2,0.0
BOLA3P4,0.0009039112199152572
ASS1P12,0.0002675462480007476
APTX,0.09687206697714916
TCEA1P4,0.002895151569494863
LAGE3P1,0.002829279669786467
DNAJA1,1.041285218469966
SMU1,0.12011220819354974
B4GALT1,0.33884874076313665
B4GALT1-AS1,0.009830440501558374
BAG1,0.5257351335809098
CHMP5,0.35731640399218145
NFX1,0.07744978762479517
AQP7,0.0010106222484747385
AQP3,0.09470622198782887
RP11-311H10.7,0.0012699355256156988
NOL6,0.03034184011040595
SUGT1P,0.0003039436791000022
ANKRD18B,0.0015341349601856223
ANXA2P2,0.005776985056456853
PTENP1,0.003639161682934884
LINC01251,0.00016487662974591275
PRSS3,0.0061745982870126705
UBE2R2-AS1,0.00033526343038227347
UBE2R2,0.24779141091815282
Y-RNA.378,0.0
UBAP2,0.08806661432603555
OSTCP8,0.00018561163472530817
RP11-537H15.3,0.00017277218105543206
DCAF12,0.04529695626061755
TUBB4BP2,0.00016372484940362593
UBAP1,0.28982802723971357
RP11-571F15.2,0.000610396195249505
RNA5SP282,0.00045578837030141095
RP11-571F15.3,0.013293206885208332
KIF24,0.0018183819831571455
NUDT2,0.09097349518894417
KIAA1161,0.004127892788000634
C9orf24,0.011920682549177697
Y-RNA.379,0.0
FAM219A,0.035183365926574124
DNAI1,0.001096891783919057
RN7SKP24,0.0
ENHO,0.004938409510665173
CNTFR,0.003370656627500601
RPP25L,0.07078499502972296
DCTN3,0.4332958511223312
SIGMAR1,0.08153448019827018
GALT,0.042588752220139234
IL11RA,0.043738696105100394
CCL27,0.0
RP11-195F19.30,0.0
RP11-195F19.5,0.017325709502600758
RP11-195F19.9,0.004464472702373479
CCL19,0.015807387857310916
CCL21,0.008476302532596427
FAM205C,0.0
GLULP4,0.0010688536761941374
YWHAZP6,0.00020976314237780856
PHF24,0.00033200358700957017
DNAJB5-AS1,0.0011376452637258535
DNAJB5,0.017822729929843916
RP11-392A14.9,0.0007338682436722796
RP11-392A14.8,0.003523738560496218
SYF2P2,0.0029856155655743886
RP11-182N22.9,0.051786172801785275
C9orf131,0.0
VCP,0.5308811651429608
FANCG,0.011873824467474118
PIGO,0.024421019650135524
RP11-182N22.8,0.0010035744651034585
STOML2,0.4833490881496777
FAM214B,0.04149429611265466
RP11-182N22.7,0.0
UNC13B,0.0116115089828272
ATP8B5P,0.0016245995524208064
RUSC2,0.017532539457539457
RPL36AP33,0.003470713144472755
FAM166B,0.0012625838640186549
RP11-156G14.6,0.0014411935383514794
TESK1,0.06494334758460588
CD72,0.010011721424657699
RP11-331F9.3,0.000646531775298084
RP11-331F9.4,0.00037800252750684377
SIT1,0.04060230315243088
RMRP,0.008236743537492283
CCDC107,0.1920310570633435
ARHGEF39,0.005194313747599729
CA9,0.05517426858260778
TPM2,0.5616373275997979
TLN1,0.2859079999591732
CREB3,0.22935219355192432
GBA2,0.03603756692618167
RGP1,0.04625108069458521
MSMP,0.006195772022693535
RP11-112J3.15,0.0
RP11-112J3.16,0.0088998662035148
NPR2,0.005243424678501997
SPAG8,0.0030173573589587174
HINT2,0.20722121603118468
TMEM8B,0.019227300903666214
FAM221B,0.00031879841808798596
LINC00950,0.00016297692381774927
HRCT1,0.015205274974876814
LINC00961,0.002533309132566788
YBX1P10,0.0067921794248449255
RECK,0.04362950425565102
GLIPR2,0.11020198979767559
CCIN,0.0015853422479392048
CLTA,0.7962254687956167
GNE,0.017921014108874863
RNU4-53P,0.0
HMGB3P24,0.00019092290278245315
RNF38,0.059052749754608995
MELK,0.012110238149498437
PAX5,0.003148848322070146
RP11-297B17.3,0.00019673534557686107
RP11-297B17.2,0.009083081010504956
LINC01400,0.0
RP11-220I1.5,0.0015277607256314568
EBLN3,0.11426735042770916
RP11-220I1.2,0.0
ZCCHC7,0.06885435128420252
Y-RNA.380,0.004844446070447193
RP11-220I1.4,0.0022674642456025898
GRHPR,0.24414991568853764
ZBTB5,0.01954033222203105
KCTD9P3,0.0
POLR1E,0.05577884777863494
RP11-405L18.4,0.005795281220764428
FBXO10,0.005072986078477504
TOMM5,0.32408350033903394
RP11-613M10.9,0.0
FRMPD1,0.0033146803767773727
TRMT10B,0.030092660033457577
EXOSC3,0.11805205635533458
DCAF10,0.10194224681160609
RP11-3J10.7,0.0007003741477409672
PAICSP1,0.0004123425882583404
SLC25A51,0.028518440250129114
SHB,0.12985478713214438
ALDH1B1,0.04411906251573297
IGFBPL1,0.0015510486944733167
RP11-403F21.4,0.00016656949353364723
ARMC8P1,0.0
FAM95C,0.0
RP11-392E22.9,0.0
SNX18P3,0.00024593708382541737
ANKRD18A,0.004754321608106763
FAM201A,0.0023361417081809487
YWHABP1,0.0002938058236834138
RP13-198D9.4,0.0
CNTNAP3,0.0033021714547660113
RP11-347J14.7,0.00025733757600275987
ZNF658B,0.0004147860991849399
GLIDR,0.007951732326152573
RP11-104G3.2,0.0
RP11-204M4.2,0.0008783822206599012
RP11-216M21.1,0.00027190322714151517
C2orf27AP3,0.0006872467344722446
ANKRD20A2,0.0
RP11-146D12.2,0.000473743887225808
AC129778.2,0.002879936744674165
BMS1P14,0.004869996402727513
CH17-80A12.1,0.0009792091881329163
RP11-318K12.2,0.00043394484202302717
RP11-318K12.3,0.0
FRG1HP,0.08719950702034013
PGM5P2,0.001297133553540407
RP11-87H9.4,0.03788772309925801
RP11-87H9.5,0.01021033455174728
PGM5-AS1,0.0003980181924087918
BX255923.3,0.0005069781180415952
FOXD4L6,0.0
CBWD7,0.014314655667854387
RP11-4L24.4,0.004915029061647322
PTGER4P2-CDK2AP2P2,0.0004032157945427674
RP11-187C18.4,0.0005813821863262762
RP11-187C18.3,0.000354268128384358
RP11-157L3.9,0.0
RP11-157L3.11,0.0
RP11-292F9.1,0.0
CNTNAP3B,0.006295513116976395
RBPJP6,0.0004380547684211314
RP11-475I24.3,0.0028825606553064074
ANKRD20A7P,0.002098905188563829
CR848007.2,0.0
CYP4F60P,0.0
RP11-459O16.8,0.0
FP325317.1,0.0001784483405754397
FAM74A6,0.000435455554619569
RP11-144A16.8,0.0
RP11-101E5.1,0.0
RP11-160N1.10,0.0002904849451447559
FAM27C,0.005607088465190584
RP11-374M1.5,0.0006653616539160366
RP11-374M1.4,0.0001808136699431496
RP11-374M1.2,0.0009596070092756149
RP11-111F5.2,0.001610867704262522
RP11-111F5.3,0.003464268776041988
RP11-111F5.4,0.008854754428849232
RP11-111F5.5,0.011025733896029248
RP11-211N8.2,0.0004922515498545646
CNTNAP3P5,0.0
LINC01410,0.0037133724168427347
RNA5SP283,0.0
RP11-262H14.3,0.007937980828838282
RP11-262H14.4,0.008943026419262225
CNTNAP3P1,0.00014443094300821155
BMS1P9,0.001113446407188808
RP11-381O7.3,0.00024007929771454917
BMS1P10,0.0009090972995247107
MYO5BP3,0.0
RP11-764K9.1,0.00013745485410676517
DUX4L50,0.0
FRG1JP,0.0014653196199395286
ANKRD20A4,0.0030514155173368496
RP11-460N11.2,0.0007806989709172904
FOXD4L5,0.00041980840691118246
RP11-15J10.1,0.0009666443725476025
CBWD5,0.10031164669594501
RP11-15E1.5,0.0006479238857008628
ANKRD20A3,0.00028784851366411314
ATP5A1P10,0.0
ZNF658,0.0022525534804202696
RP11-395E19.6,0.0002532271398858082
CNTNAP3P2,0.0
FAM27E3,0.0013973187333556304
RP11-12A20.7,0.0009567810267729754
RN7SL787P,0.0
ANKRD20A1,0.0
RP11-561O23.8,0.00013258984325286056
CBWD3,0.037038109300385695
RP11-561O23.9,0.0
FOXD4L3,0.0
RP11-561O23.5,0.0004947591512700298
RP11-561O23.7,0.0
PGM5,0.0010946316777550266
PGM5-AS1.1,0.0
RP11-88I18.2,0.007065385787584974
RP11-88I18.3,0.0
RP11-274B18.4,0.0002061595908744245
LINC01506,0.0004712329430341447
PIP5K1B,0.010779136512499577
FAM122A,0.06971562070376275
FXN,0.09267485306026764
TJP2,0.13186535882262435
BANCR,0.002356268743482163
FAM189A2,0.002804138541508777
APBA1,0.001970835847836946
RP11-470P21.2,0.0004483757088288265
RP11-109D9.4,0.0013439819488806463
PTAR1,0.11581249757761292
C9orf135-AS1,0.00013478197841559238
C9orf135,0.011250231760857729
MAMDC2-AS1,0.004251412075544868
MAMDC2,0.003518717997891205
RNU2-5P,0.0008155804463592803
SMC5-AS1,0.0060259091119901
RPL24P8,0.026450692643053584
SMC5,0.19048307967464173
RP11-386J22.3,0.04264309865592368
KLF9,0.18685727242082076
TRPM3,0.007687115969272112
RN7SL726P,0.0004960088071985144
RPL35AP21,0.004906730861318287
TMEM2,0.13215308165630488
ABHD17B,0.062095772150493264
Y-RNA.388,0.0003197688170022789
C9orf85,0.05567254423181688
HSPB1P1,0.0023314119137538163
BTF3P4,0.00014037423586648427
GDA,0.015787689410299042
RP11-63P12.7,0.004325590570609714
RP11-63P12.2,0.0112010295672656
LINC01504,0.005732270165521814
ZFAND5,0.7954922808683543
RP11-313E4.1,0.00023014257356362356
TMC1,0.001690641114430413
RPS20P24,0.0019611000566982415
RP11-28P17.3,0.0016546112441339776
LINC01474,0.001290815769296663
ALDH1A1,0.04493805469832872
ANXA1,1.4101684732700197
RORB-AS1,0.0
RORB,0.011204985720893481
TRPM6,0.00130636014366135
RN7SKP47,0.0010264175066970012
RPSAP75,0.00016396276963842555
C9orf40,0.009353915195833888
C9orf41-AS1,0.0006878487821217693
CARNMT1,0.043202870178254145
RP11-197P3.5,0.0007023350178558946
uc-338.18,0.0
NMRK1,0.07447354190653108
OSTF1,0.16061804442222566
PCSK5,0.04820519185147995
RFK,0.12996232304933034
RPSAP9,0.003568225233924825
GCNT1,0.03949097156534669
RP11-214N16.2,0.0
PRUNE2,0.00790901373749472
RP11-159H20.3,0.0002401513636609996
VPS13A-AS1,0.0
VPS13A,0.07502453809410671
GNA14,0.0005824458546403585
GNAQ,0.14305186235750667
RP11-336N8.3,0.0015843572352139965
CEP78,0.044577751933537954
PSAT1,0.08394767782600082
KRT18P24,0.0
CHCHD2P9,0.0
RP11-375O18.2,0.0009818036957732854
TLE4,0.20107693540131466
RP11-403N16.5,0.0
RP11-403N16.3,0.0
TLE1,0.37757376328896736
RP11-154D17.1,0.0009553119642229217
RP11-383M4.6,0.0021393030769118887
RP11-15B24.5,0.0002830237279355581
RP11-388B24.4,0.0008585893722394183
RPS6P12,0.00015747256163634905
RASEF,0.02934133338126707
RP11-439K3.1,0.0
FRMD3,0.012832051770284432
RP11-439K3.3,0.0004830995541157678
RNU4-15P,0.0005352808323400996
IDNK,0.02436030014380681
UBQLN1,0.2739447275777738
RP11-522I20.3,0.01128207143648188
GKAP1,0.024694612236502416
RP11-575L7.4,0.00026711243283133865
KIF27,0.02015679926663197
C9orf64,0.02293999273375124
HNRNPK,1.1125688405077825
RP11-575L7.8,0.002010455016656487
RMI1,0.013360315939717156
RP11-158D2.2,0.0
SLC28A3,0.004263187190002494
NTRK2,0.012841338695111714
AGTPBP1,0.03855645243884303
RP11-213G2.1,0.0007457009665568941
RP11-213G2.2,0.0
RP11-213G2.3,0.00553305065118669
PHBP7,0.0
RP11-213G2.5,0.0013962725845867838
NAA35,0.0664417881684305
GOLM1,0.17220922109779369
C9orf153,0.0022165927718143723
RP11-507D14.4,0.0
RN7SKP264,0.0011449232834924814
ISCA1,0.3987048942058707
ZCCHC6,0.12604013548528703
RP11-229M1.2,0.0027419875798629753
RNU2-36P,0.0
GAS1,0.08445079007904892
GAS1RR,0.0016245710781095921
RP11-276H19.2,0.00037750680868579324
CDC20P1,0.0
C9orf170,0.0008860340233463731
DAPK1,0.0352040299694815
RP11-40C6.2,0.02365434900045339
DAPK1-IT1,0.006507762014466392
CTSL,0.5491641205857498
RP11-65B23.3,0.00038251244216164676
XXyac-YM21GA2.1,0.0004737934094951016
XXyac-YM21GA2.4,0.0004312639796300499
SPATA31E1,0.0004457948577973475
SPATA31C1,0.0
RP11-350E12.6,0.0
CDK20,0.01562258199337658
RPS10P3,0.006375258897437096
SPATA31C2,0.0
RP11-345K9.3,0.0
RP11-345K9.2,0.0
RP11-1E11.1,0.0
RP11-1E11.2,8.910495015211448e-05
RPSAP49,0.0006723467950810688
SPIN1,0.13387057375897676
HNRNPA1P14,0.0003019507180910532
RP11-317B17.3,0.0
NXNL2,0.02209223887074885
RP13-60M5.2,0.00017902882381431006
C9orf47,0.008921508890651837
S1PR3,0.05576782698140524
SHC3,0.003643815823613037
RP11-82L18.2,0.0031240467214947226
CKS2,0.28287702406087956
SECISBP2,0.1296422096613113
SEMA4D,0.056647479922702075
RP13-93L13.2,0.03491242248473255
RP13-93L13.1,0.0
GADD45G,0.22118598592151797
UNQ6494,0.000642327795287523
RP5-1050E16.2,0.0008068528925451583
OR7E116P,0.0
LINC01508,0.005572466654184447
LINC01501,0.0
DIRAS2,0.005531222453720293
OR7E109P,0.0
SYK,0.024243387946386422
RP11-367F23.2,0.007112244389613882
RP11-305L7.1,0.003893846882666441
RP11-305L7.6,0.0011627445314036423
RP11-305L7.3,0.0007231198415562979
LINC00484,0.0
RP11-305L7.7,0.000527979461818358
AUH,0.047028363807793065
NFIL3,0.08008943799347212
RP11-440G5.2,0.0007343315308391728
ROR2,0.06887794071605483
PAICSP2,0.0
RP11-118F2.2,0.005455190121438462
SPTLC1,0.079995941874199
RP11-100G15.7,0.0
LINC00475,0.01675343279231576
RP11-62C3.6,0.00025785057827521315
IARS,0.11346798101311614
MIR3651,0.0006490546643028572
SNORA84,0.013325685146678895
NOL8,0.09163960359333458
CENPP,0.016339352720119275
OGN,0.036439747513044754
OMD,0.01704326033481473
ASPN,0.02479933957998615
ECM2,0.02390763806116389
IPPK,0.028273098048061027
RP11-476B13.2,0.011088883777727128
BICD2,0.06238397229393467
ANKRD19P,0.0002465440248948119
EEF1DP2,0.01387078350702305
RP11-526D8.11,0.0020408593111354623
ZNF484,0.010409518845191527
FGD3,0.02804223755254933
SUSD3,0.08393393832589567
CARD19,0.39031333395819034
NINJ1,0.6740712507823104
RP11-370F5.4,0.0
WNK2,0.009561450153733907
RP11-165J3.6,0.0010836460504123288
FAM120AOS,0.13779421772385567
FAM120A,0.08965613854363016
PHF2,0.020082757003265582
RP11-53B5.1,0.0002717020278306196
BARX1,0.004447133939254962
PTPDC1,0.012032065888542274
CYCSP24,0.0006553344447077113
RP11-2B6.3,0.0037585891047453323
RP11-2B6.2,0.006188911015826821
ZNF169,0.017036853947982034
VDAC1P11,0.00037694188097768056
RP11-307E17.8,0.0029885259124592255
RP11-307E17.11,0.0025052609766352016
MFSD14B,0.04904922700020537
RNU6-669P,0.0007634351468660961
PCAT7,0.013027384906353667
FBP2,0.0
FBP1,0.02510262292916111
C9orf3,0.20480214928574367
RP11-49O14.3,0.0
RP11-49O14.2,0.0011066652674524544
RP11-54O15.3,0.0
MIR27B,0.00033218630684188523
FANCC,0.0039664470745250065
RP11-80I15.1,0.006741517189275035
RP11-435O5.7,0.0
MT1P1,0.0010485001996150328
PTCH1,0.004137214588598765
RP11-435O5.6,0.00033893184701928034
RP11-435O5.5,0.0003660152985996021
RP11-435O5.4,0.0
RP11-180I4.2,0.0007652800244046093
RP11-180I4.1,0.0003173648429897306
LINC00476,0.04271984116439815
ERCC6L2,0.04626139107472448
RP11-72B4.2,0.00014531595289971508
LINC00092,0.0012198670952408607
RP11-569G13.2,0.0
RP11-569G13.3,0.00032494872490990986
EIF4BP3,0.0008630396331522107
HSD17B3,0.00021232154826699286
SLC35D2,0.02712083708570233
ZNF367,0.0033817177018776994
RP11-172F4.2,0.0
HABP4,0.0322252104555046
CDC14B,0.0177699758533418
AAED1,0.2406085257441549
RP11-535M15.1,0.0
RP11-535M15.2,0.0
ZNF510,0.016764752633585595
ZNF782,0.009770242778231993
MFSD14C,0.04067771514959101
RP11-330M2.4,0.00025792006343367316
CTSV,0.028271293299244254
GAS2L1P2,0.0002631415743395846
ANKRD18CP,0.0001775651868269281
RP11-498P14.5,0.004087869187216191
RP11-23J9.5,0.0008276047524986847
RP11-23J9.4,0.0
CCDC180,0.0008125953670321557
TDRD7,0.017937677166997536
TMOD1,0.039791496442822274
RP11-244N9.6,0.0
TSTD2,0.02200242431191495
NCBP1,0.032997868866746306
RP11-244N9.4,0.0
XPA,0.1313460735618415
KRT18P13,0.0010532483846630203
RP11-546O6.4,0.0
FOXE1,0.0014598334003382554
TRMO,0.04873848328569226
HEMGN,0.000727536568213782
ANP32B,0.6087450029764112
NANS,0.36603810135450776
TRIM14,0.04161408641075672
Metazoa-SRP.65,0.0077870214380453585
CORO2A,0.019733375454508574
TBC1D2,0.034432255468808834
GABBR2,0.0017386000516328743
SEPT7P7,0.0011427412825581432
ANKS6,0.016062577870853197
GALNT12,0.01585369603298233
RP11-92C4.4,0.00018835761422638015
COL15A1,0.012237406344901914
RP11-92C4.6,0.0004648174212746472
TGFBR1,0.06654225478033063
RNA5SP290,0.0
RN7SL794P,0.006913114025605796
ALG2,0.18523003282160277
SEC61B,1.557549856815401
RN7SKP225,0.00018552623863567
KRT8P11,0.0003076712474240543
NAMA,0.000206574402536717
RP11-554F20.1,0.0
NR4A3,0.05377782985843998
STX17-AS1,0.008461358126786065
STX17,0.04384152968145662
RP11-60I3.4,0.00014278108684309614
ERP44,0.3503597230143348
UPF3AP3,0.007096969562620551
INVS,0.01321082725939016
RPS2P35,0.020159883181532903
TEX10,0.09163991283318944
MSANTD3,0.21113419942817344
TMEFF1,0.00017237278734525451
MURC,0.021996581232862803
ACTG1P19,0.0
GAPDHP26,0.0
PLPPR1,0.0
TRMT112P4,0.0012651873053497551
BAAT,0.004466431109937505
FYTTD1P1,0.00021764324795422142
MRPL50,0.2004603543337382
ZNF189,0.01210835882134888
TMEM246-AS1,0.0
TMEM246,0.011310797469500962
RP11-490D19.8,0.00044366377744191706
RNF20,0.03653523868737216
GRIN3A,0.0
LINC01492,0.00021644059037689175
SMC2-AS1,0.0010898874256028434
SMC2,0.0771883336182093
RP11-217O12.1,0.0
OR13C3,0.0
OR13C5,0.001034917098127731
OR13I1P,0.0014115433421340836
NIPSNAP3A,0.06260263636781628
NIPSNAP3B,0.002029013393867542
ABCA1,0.1920745508327153
RP11-217B7.2,0.0019470928744783863
RP11-217B7.3,0.0007500734954044323
RN7SKP191,0.0
SLC44A1,0.11357417662515268
FSD1L,0.02944693261901801
RALGAPA1P1,0.004439033014670723
FKTN,0.011615969812917688
RP11-235C23.6,0.0008168019984767062
TAL2,0.0022031505345499447
TMEM38B,0.078866948481098
RP11-18B3.3,0.0
RP11-18B3.2,0.003819977432912542
SLC25A6P5,0.00044581880898594156
LINC01505,0.0018856304243396365
ZNF462,0.0523376369183744
RP11-196I18.3,0.0
RP11-417L14.1,0.00043859977152129224
RAD23B,0.3646899320975746
LINC01509,0.0
RNU6-492P,0.0
KLF4,0.4723509906942118
RP11-438P9.1,0.00029725526628324997
RPL36AP6,0.00013258984325286056
RPS15AP27,0.0
RP11-240E2.2,0.00018894622915267335
CHCHD4P2,0.0012334403444460135
RP11-220D10.1,0.03686937517984462
ACTL7B,0.0005871126609475401
IKBKAP,0.020143151879719434
FAM206A,0.02223283352634501
CTNNAL1,0.3372943876919744
TMEM245,0.06969953348066521
FRRS1L,0.001413485574902827
EPB41L4B,0.00807999932200357
PTPN3,0.012140638593331964
YBX1P6,0.0016528707078184675
PALM2,0.009321690250015105
PALM2-AKAP2,0.0008522170376927038
RP11-151F5.2,0.003938615658115463
AKAP2,0.010993189263155139
C9orf152,0.003963423292955398
TXN,1.882907366325904
SVEP1,0.01672199030237801
RP11-410K21.2,0.0023528462317565077
MUSK,0.0
RP13-461N9.2,0.0
LPAR1,0.037515151678306935
RP11-202G18.1,0.00032155292000024104
OR2K2,0.0
KIAA0368,0.08108973804377353
ZNF483,0.008198514082253715
PTGR1,0.16995327937653149
LRRC37A5P,0.0006961926519563752
DNAJC25,0.08474920644204827
DNAJC25-GNG10,0.0
GNG10,0.00700022339312701
C9orf84,0.0002339739713023924
RP11-430K21.2,0.00032808595607924755
UGCG,0.27370673105311916
RP11-4O1.2,0.0024400079464546396
SUSD1,0.018805866311096917
RNU6-855P,0.0
RP11-165N19.2,0.0
PTBP3,0.18986764609055157
RN7SL57P,0.0007936987803530205
RN7SL430P,0.0033078838147369604
RP11-432F4.2,0.0
HSDL2,0.03415437299192512
C9orf147,0.002523732167420926
KIAA1958,0.01682546836278656
INIP,0.07789567868255907
RP11-276E15.4,0.0002713005438686928
SNX30,0.025055621345507643
SLC46A2,0.0002635186854231185
RP11-408O19.5,0.00024979435378275934
ZNF883,0.014199433716348162
ZFP37,0.008110807203245064
FAM225B,0.0
FAM225A,0.001285122028620871
SLC31A2,0.09482080629207598
FKBP15,0.04612757376030425
SLC31A1,0.08689087412692732
CDC26,0.20778474418959744
PRPF4,0.07713181210650202
RNF183,0.003668814665514008
WDR31,0.003468514932528251
BSPRY,0.02805727035984215
HDHD3,0.056613845861762255
ALAD,0.02336778855346604
POLE3,0.2324752425710007
C9orf43,0.0029433717673606357
RGS3,0.15313694274141582
RP11-18B16.2,0.0016207504467974688
ZNF618,0.03523245806141491
AMBP,0.0010106441581182193
KIF12,0.010926262077678522
COL27A1,0.08290137872917984
ORM1,0.000526507610632567
ORM2,0.0
AKNA,0.13135995800406597
RP11-9M16.2,0.00028831943216958055
WHRN,0.0948574696804051
RP11-9M16.3,0.0002936787460934543
ATP6V1G1,1.3127152321042221
C9orf91,0.013875454098045702
RP11-402G3.3,0.0
RP11-402G3.4,0.0027428239094692093
TNFSF15,0.0076764523370626055
RP11-78H18.2,0.0
TNFSF8,0.02743395750398132
TNC,0.08746563877181032
DEC1,0.0009393464194092621
RP11-445L6.3,0.0
U2.4,0.00026298235983090513
RP11-284G10.1,0.0
PAPPA,0.09016008821529325
PAPPA-AS1,0.0
ASTN2,0.004860040866919084
RP11-67K19.3,0.0013508724839656895
TRIM32,0.020276595231648632
RPL10P3,0.03901598606173498
TLR4,0.012742843202413595
RP11-281A20.2,0.0003765765545410967
RP11-281A20.1,0.0
TPT1P9,0.06904440525682715
BRINP1,0.0022484181481567424
CDK5RAP2,0.05469744925933486
MEGF9,0.029622074983679903
FBXW2,0.11407221961617352
RP11-27I1.4,0.0026883396518037135
RP11-27I1.6,0.00043440311968754555
PSMD5,0.06183985063597599
PSMD5-AS1,0.021207907901415832
PHF19,0.04051864138489844
TRAF1,0.07577969005061388
C5,0.001474032787494753
