Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	diphosphotransferase activity (GO:0016778)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	PRPSAP2;TPK1
GO_Molecular_Function_2021	double-stranded methylated DNA binding (GO:0010385)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	MECP2;EGR1
GO_Molecular_Function_2021	G-quadruplex RNA binding (GO:0002151)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	XRN1;MCRS1
GO_Molecular_Function_2021	gap junction channel activity involved in cell communication by electrical coupling (GO:1903763)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	GJB2;GJA5
GO_Molecular_Function_2021	interleukin-12 receptor binding (GO:0005143)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	IL12RB1;JAK2
GO_Molecular_Function_2021	K48-linked polyubiquitin modification-dependent protein binding (GO:0036435)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	ZFAND2B;UBQLN4
GO_Molecular_Function_2021	keratin filament binding (GO:1990254)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	FAM83H;VIM
GO_Molecular_Function_2021	lactate dehydrogenase activity (GO:0004457)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	LDHC;LDHB
GO_Molecular_Function_2021	LBD domain binding (GO:0050693)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	PPARG;PROX1
GO_Molecular_Function_2021	non-membrane spanning protein tyrosine phosphatase activity (GO:0004726)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	PTPN18;PTPN22
GO_Molecular_Function_2021	phosphatidylcholine-sterol O-acyltransferase activator activity (GO:0060228)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	APOA1;APOA5
GO_Molecular_Function_2021	pre-mRNA 3'-splice site binding (GO:0030628)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	ZRSR2;SLU7
GO_Molecular_Function_2021	protein carboxyl O-methyltransferase activity (GO:0051998)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	PCMT1;LCMT1
GO_Molecular_Function_2021	RNA-directed DNA polymerase activity (GO:0003964)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	TEP1;PTGES3
GO_Molecular_Function_2021	sodium:bicarbonate symporter activity (GO:0008510)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	SLC4A7;SLC4A8
GO_Molecular_Function_2021	solute:bicarbonate symporter activity (GO:0140410)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	SLC4A7;SLC4A8
GO_Molecular_Function_2021	telomerase activity (GO:0003720)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	TEP1;PTGES3
GO_Molecular_Function_2021	thiol oxidase activity (GO:0016972)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	TMX3;QSOX1
GO_Molecular_Function_2021	thyroid hormone transmembrane transporter activity (GO:0015349)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	SLC16A10;SLC16A2
GO_Molecular_Function_2021	tripeptide transmembrane transporter activity (GO:0042937)	2/6	5.720381e-01	9.999939e-01	0	0	1.186973e+00	6.629831e-01	SLC13A3;SLC15A1
GO_Molecular_Function_2021	acetylgalactosaminyltransferase activity (GO:0008376)	8/27	5.727378e-01	9.999939e-01	0	0	9.995021e-01	5.570497e-01	CSGALNACT1;B3GNT9;B3GNT8;CHPF;CHPF2;CSGALNACT2;B3GALT4;CHSY3
GO_Molecular_Function_2021	glutathione transferase activity (GO:0004364)	8/27	5.727378e-01	9.999939e-01	0	0	9.995021e-01	5.570497e-01	GSTZ1;HPGDS;GSTO1;GSTP1;ALOX5AP;LTC4S;GSTM5;PTGES
GO_Molecular_Function_2021	metal ion transmembrane transporter activity (GO:0046873)	8/27	5.727378e-01	9.999939e-01	0	0	9.995021e-01	5.570497e-01	MRS2;SLC4A8;MMGT1;SLC23A1;ATP2A3;ITPR1;ITPR2;AQP1
GO_Molecular_Function_2021	calcium ion transmembrane transporter activity (GO:0015085)	16/55	5.861502e-01	9.999939e-01	0	0	9.738038e-01	5.201858e-01	SLC24A4;SLC24A3;TRPC3;TRPC1;ATP2A3;ITPR1;TRPV2;ITPR2;PKD1L2;PKD2;PKD1;GRIN1;TRPM1;CACNB2;GRIN3B;ORAI1
GO_Molecular_Function_2021	alpha-actinin binding (GO:0051393)	7/24	5.965921e-01	9.999939e-01	0	0	9.774283e-01	5.048629e-01	SYNPO2;RARA;KCNA5;PPARG;PKD2;PDLIM5;PRICKLE4
GO_Molecular_Function_2021	calmodulin-dependent protein kinase activity (GO:0004683)	7/24	5.965921e-01	9.999939e-01	0	0	9.774283e-01	5.048629e-01	CAMK2D;EEF2K;DAPK1;MKNK1;PTK2B;MAPKAPK5;MYLK3
GO_Molecular_Function_2021	ferrous iron binding (GO:0008198)	7/24	5.965921e-01	9.999939e-01	0	0	9.774283e-01	5.048629e-01	ALKBH2;TF;HEPH;FTH1;TET2;HIF1AN;ISCU
GO_Molecular_Function_2021	phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	7/24	5.965921e-01	9.999939e-01	0	0	9.774283e-01	5.048629e-01	JPH2;KIF16B;SESTD1;SH3PXD2B;COMMD1;PLEKHA4;CLVS1
GO_Molecular_Function_2021	adrenergic receptor binding (GO:0031690)	5/17	5.988024e-01	9.999939e-01	0	0	9.890821e-01	5.072246e-01	UCHL1;C1QBP;NEDD4;ADRB1;ADRA2C
GO_Molecular_Function_2021	anion transmembrane transporter activity (GO:0008509)	5/17	5.988024e-01	9.999939e-01	0	0	9.890821e-01	5.072246e-01	SLC22A3;SLCO2B1;SLCO1A2;SLCO1B3;SLC26A11
GO_Molecular_Function_2021	four-way junction DNA binding (GO:0000400)	5/17	5.988024e-01	9.999939e-01	0	0	9.890821e-01	5.072246e-01	BLM;RAD51C;MSH2;HMGB2;MEN1
GO_Molecular_Function_2021	metalloaminopeptidase activity (GO:0070006)	5/17	5.988024e-01	9.999939e-01	0	0	9.890821e-01	5.072246e-01	MMP16;XPNPEP1;ANPEP;ERAP1;LTA4H
GO_Molecular_Function_2021	phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	5/17	5.988024e-01	9.999939e-01	0	0	9.890821e-01	5.072246e-01	MTMR1;MTMR2;MTMR3;SYNJ1;MTM1
GO_Molecular_Function_2021	protein kinase C binding (GO:0005080)	13/45	5.996907e-01	9.999939e-01	0	0	9.642857e-01	4.930791e-01	TOP2A;PLEK;ADCY4;ADCY6;TIRAP;GRK5;DACT3;ADAM9;ITGAV;PRKD2;PKN1;PDLIM5;DACT1
GO_Molecular_Function_2021	1-phosphatidylinositol-3-kinase activity (GO:0016303)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	PIK3R3;PIK3CB;PIK3CG
GO_Molecular_Function_2021	aldo-keto reductase (NADP) activity (GO:0004033)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	AKR1B10;SPR;KCNAB2
GO_Molecular_Function_2021	ammonium transmembrane transporter activity (GO:0008519)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SLC12A4;RHCG;AQP1
GO_Molecular_Function_2021	cation:chloride symporter activity (GO:0015377)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SLC12A4;SLC12A5;SLC12A1
GO_Molecular_Function_2021	G-rich strand telomeric DNA binding (GO:0098505)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	RPA1;TERF2IP;HNRNPA1
GO_Molecular_Function_2021	histone methyltransferase activity (H3-K9 specific) (GO:0046974)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SUV39H2;SETDB1;ASH1L
GO_Molecular_Function_2021	interleukin-1 receptor binding (GO:0005149)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	ERAP1;IL1RAP;TLR5
GO_Molecular_Function_2021	ionotropic glutamate receptor binding (GO:0035255)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	IGSF11;SHANK3;SHANK2
GO_Molecular_Function_2021	leucine zipper domain binding (GO:0043522)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	NRL;AATF;PMF1
GO_Molecular_Function_2021	ligand-gated sodium channel activity (GO:0015280)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SCNN1D;SCNN1B;SHROOM2
GO_Molecular_Function_2021	Lys63-specific deubiquitinase activity (GO:0061578)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	CYLD;STAMBPL1;STAMBP
GO_Molecular_Function_2021	monocarboxylate:sodium symporter activity (GO:0140161)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SLC10A4;SLC10A6;SLC6A13
GO_Molecular_Function_2021	P-type proton-exporting transporter activity (GO:0008553)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	ATP4A;ATP2A3;ATP6V1E2
GO_Molecular_Function_2021	sequence-specific mRNA binding (GO:1990825)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	SSB;DHX9;TYMS
GO_Molecular_Function_2021	store-operated calcium channel activity (GO:0015279)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	TRPC3;TRPC1;ORAI1
GO_Molecular_Function_2021	SUMO ligase activity (GO:0061665)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	EGR2;ZBED1;PIAS2
GO_Molecular_Function_2021	UDP-glucosyltransferase activity (GO:0035251)	3/10	6.075983e-01	9.999939e-01	0	0	1.017360e+00	5.068906e-01	GYS1;UGCG;GYG2
GO_Molecular_Function_2021	double-stranded RNA binding (GO:0003725)	21/73	6.085880e-01	9.999939e-01	0	0	9.585108e-01	4.760096e-01	ZBP1;EIF4A1;MBNL1;DDX58;DHX9;RFTN1;MSN;ADARB1;ILF2;TARBP2;MRPL44;MTDH;IFIH1;SUPV3L1;TUBA1B;PRKRA;SIDT1;TLR7;LRRFIP1;VIM;TLR3
GO_Molecular_Function_2021	signal sequence binding (GO:0005048)	12/42	6.176712e-01	9.999939e-01	0	0	9.494253e-01	4.574322e-01	SEC61A2;BRAP;PEX5L;CAT;PEX5;KPNA4;TIMM22;KDELR3;KPNA2;RANBP6;IPO4;IPO5
GO_Molecular_Function_2021	transcription cis-regulatory region binding (GO:0000976)	160/549	6.178779e-01	9.999939e-01	0	0	9.757228e-01	4.697759e-01	ATF1;FOXA1;ZNF175;GABPB2;SPI1;FOXI1;ZBTB20;RORA;AHR;GABPB1;NR3C1;ETS1;ELK3;SOX2;DACH1;YY2;SALL2;CREB3L1;CREB3L2;SOX9;ZNF169;SOX7;CDK5RAP2;MEN1;ZNF442;MEF2A;MEF2C;ARID5B;SOX12;POLRMT;ZNF14;RUNX3;FOXP1;RUNX1;ZFP41;PSPC1;XRN2;TFAM;ZNF550;EPAS1;TWIST2;TWIST1;ZNF22;AEBP1;ZNF25;ZBTB4;ZNF669;NFE2;EGR1;JUN;EGR2;TFAP2C;TIPARP;FOXF1;XRCC5;NONO;ESRRB;HMGA1;PBX2;HMGA2;RFXANK;NR1D1;FOXN3;ZNF35;POU2F2;FOXN1;FLI1;FOSL2;PHOX2A;HNRNPL;SETX;LHX2;LHX1;ZNF658;SNAI2;MAFK;HOXD3;TCF3;ZBTB8B;HOXD8;LHX9;KDM5A;SUV39H2;CALCOCO1;CIITA;BNC2;HMGB2;HIF3A;HOXC13;BRCA1;FOXM1;GLI3;SNAPC3;TRPS1;ZNF124;KLF10;SREBF1;TBP;TCF15;TFE3;TFEB;FOS;PROX1;RBL2;SFPQ;NR5A2;PAX8;TFDP2;TAL1;NFX1;HAND2;IRF1;MYOD1;ZNF516;CRY2;RARA;AHRR;PPARG;ZNF510;CEBPA;FOXC1;HDAC1;SATB1;SATB2;NR1I2;ZBTB43;ZNF518A;FOXK1;ZNF3;ASCL1;NR2C2;ARNTL;PURA;CUX1;NFIL3;ZNF627;HSF2;TBX21;MXI1;RPS3;E2F1;E2F2;MSX1;TBL1X;MEF2D;E2F6;ZNF620;STOX1;NPM1;STAT3;TBX18;CTCFL;KLF1;PER2;ZNF619;PER3;TFAP4;ZNF217;ZNF696;FOXA3
GO_Molecular_Function_2021	ubiquitin conjugating enzyme activity (GO:0061631)	10/35	6.179289e-01	9.999939e-01	0	0	9.494424e-01	4.570444e-01	CDC34;UBE2Q2;UBE2C;UBE2NL;UBE2T;UBE2E1;UBE2N;UBE2G1;UBE2J2;TAF1
GO_Molecular_Function_2021	monocarboxylic acid transmembrane transporter activity (GO:0008028)	8/28	6.195396e-01	9.999939e-01	0	0	9.494595e-01	4.545810e-01	SLC5A6;SLC16A1;SLC16A6;SLC6A13;SLC5A12;SLC16A7;SLC16A2;SLC16A14
GO_Molecular_Function_2021	NAD binding (GO:0051287)	8/28	6.195396e-01	9.999939e-01	0	0	9.494595e-01	4.545810e-01	GRHPR;ALDH2;RNLS;CRYL1;ZC3HAV1;NUDT6;PARP15;CRYZ
GO_Molecular_Function_2021	sodium ion transmembrane transporter activity (GO:0015081)	8/28	6.195396e-01	9.999939e-01	0	0	9.494595e-01	4.545810e-01	SLC4A8;SLC9A3;SLC9A4;SLC9A6;SLC23A1;SLC9A8;SLC9A9;SLC9A1
GO_Molecular_Function_2021	tumor necrosis factor receptor superfamily binding (GO:0032813)	8/28	6.195396e-01	9.999939e-01	0	0	9.494595e-01	4.545810e-01	TRAP1;CD40LG;SIVA1;MADD;TNFSF9;TRIM37;TRAF1;MYD88
GO_Molecular_Function_2021	acetylation-dependent protein binding (GO:0140033)	6/21	6.237392e-01	9.999939e-01	0	0	9.494765e-01	4.481747e-01	PSME4;TAF1L;YEATS4;MLLT3;BRD4;TAF1
GO_Molecular_Function_2021	ephrin receptor binding (GO:0046875)	6/21	6.237392e-01	9.999939e-01	0	0	9.494765e-01	4.481747e-01	LYN;EFNB3;SHC1;EFNA5;EFNA4;PIK3CG
GO_Molecular_Function_2021	lysine-acetylated histone binding (GO:0070577)	6/21	6.237392e-01	9.999939e-01	0	0	9.494765e-01	4.481747e-01	PSME4;TAF1L;YEATS4;MLLT3;BRD4;TAF1
GO_Molecular_Function_2021	N-acetyltransferase activity (GO:0008080)	6/21	6.237392e-01	9.999939e-01	0	0	9.494765e-01	4.481747e-01	SMARCE1;KAT2B;ESCO1;SAT2;SATL1;SAT1
GO_Molecular_Function_2021	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)	6/21	6.237392e-01	9.999939e-01	0	0	9.494765e-01	4.481747e-01	CHRNB1;GRIK5;GABRA3;GRIK3;GRIK4;GABRE
GO_Molecular_Function_2021	ion channel activity (GO:0005216)	24/84	6.254517e-01	9.999939e-01	0	0	9.493225e-01	4.454991e-01	TMC1;CHRNB1;TMEM63A;GRIK5;TRPC1;GRIK3;TRPV2;GRIK4;TMC8;ABCC9;TMC7;PKD2;TMC5;TMC4;NALCN;GRIN1;TRPM1;GRIN2A;GRIN3B;GRIN3A;LRRC8A;TRPM5;TRPM3;TRPM4
GO_Molecular_Function_2021	growth factor receptor binding (GO:0070851)	30/105	6.309984e-01	9.999939e-01	0	0	9.492709e-01	4.370937e-01	SHC1;ITGB3;PDGFB;TGFA;IL1RAP;FGF2;FGF3;TIMM50;PYCARD;SDCBP;SNX4;FGF7;EFEMP1;PDGFD;FGF20;JAK2;IL12RB1;PDGFRB;PDGFRA;KL;TSLP;TNK2;ERAP1;ERN1;FGF17;FGF19;FGF18;IL6ST;TLR5;HBEGF
GO_Molecular_Function_2021	4 iron, 4 sulfur cluster binding (GO:0051539)	4/14	6.338199e-01	9.999939e-01	0	0	9.494936e-01	4.329600e-01	ISCA2;ACO1;SDHB;ISCU
GO_Molecular_Function_2021	insulin-like growth factor receptor binding (GO:0005159)	4/14	6.338199e-01	9.999939e-01	0	0	9.494936e-01	4.329600e-01	SOCS2;SHC1;INSR;PIK3R1
GO_Molecular_Function_2021	L-glutamate transmembrane transporter activity (GO:0005313)	4/14	6.338199e-01	9.999939e-01	0	0	9.494936e-01	4.329600e-01	SLC1A1;SLC1A3;SLC25A12;SLC25A13
GO_Molecular_Function_2021	NADPH binding (GO:0070402)	4/14	6.338199e-01	9.999939e-01	0	0	9.494936e-01	4.329600e-01	GRHPR;TP53I3;CRYZ;CBR3
GO_Molecular_Function_2021	protein kinase C activity (GO:0004697)	4/14	6.338199e-01	9.999939e-01	0	0	9.494936e-01	4.329600e-01	SMG1;PRKCH;PKN1;PRKD1
GO_Molecular_Function_2021	acetyltransferase activity (GO:0016407)	9/32	6.396600e-01	9.999939e-01	0	0	9.287776e-01	4.149951e-01	SMARCE1;KAT2B;ESCO1;LCAT;SAT2;SATL1;NAA15;SAT1;PAFAH1B3
GO_Molecular_Function_2021	GTPase activity (GO:0003924)	62/216	6.439953e-01	9.999939e-01	0	0	9.552251e-01	4.203601e-01	HBS1L;GFM2;DIRAS1;LRRK2;DIRAS2;RND2;GIMAP7;RND1;GNGT1;EFTUD2;RAB43;MTG1;NKIRAS1;NKIRAS2;ARHGDIB;RAC2;DNM1L;RAB8B;GBP6;GBP5;ENTPD7;GTPBP1;GTPBP4;DNM1;RRAGA;LSG1;MRAS;RAP2B;RAB31;RHOJ;RAB38;RHOQ;RALA;ATL2;AGAP2;GTPBP10;ARL2;AGAP3;RASD2;GNA14;NRAS;GNA15;RHOT1;GNA11;TPPP;GBP2;GBP4;GBP3;RAB27A;TBCC;RAB27B;GPN1;GPN3;GNAO1;GNAL;RAB14;GNAQ;RAB9A;TSR1;DRG2;RAB5A;RAN
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	7/25	6.449311e-01	9.999939e-01	0	0	9.230610e-01	4.048654e-01	SEMA6B;SEMA4A;SEMA6C;SEMA3C;SEMA4B;APOA1;SEMA3E
GO_Molecular_Function_2021	FAD binding (GO:0071949)	7/25	6.449311e-01	9.999939e-01	0	0	9.230610e-01	4.048654e-01	STEAP4;CRY2;MICAL3;CRY1;MICAL2;QSOX1;MMACHC
GO_Molecular_Function_2021	carboxylic acid transmembrane transporter activity (GO:0046943)	16/57	6.509641e-01	9.999939e-01	0	0	9.261692e-01	3.976051e-01	SLC23A2;SLC13A3;ABCB1;SLC16A1;SLC23A1;SLC6A14;SLC6A13;SLC38A10;SLC16A14;SLC16A6;SLC16A7;SLC38A9;SLC38A8;SLC16A2;SLC38A5;SLC38A4
GO_Molecular_Function_2021	cholesterol transfer activity (GO:0120020)	5/18	6.552163e-01	9.999939e-01	0	0	9.129339e-01	3.859793e-01	ABCA1;CETP;ABCG5;APOA1;APOB
GO_Molecular_Function_2021	DNA polymerase binding (GO:0070182)	5/18	6.552163e-01	9.999939e-01	0	0	9.129339e-01	3.859793e-01	FANCI;PCNA;RAD51;PTGES3;CDK2AP1
GO_Molecular_Function_2021	NADP binding (GO:0050661)	10/36	6.575984e-01	9.999939e-01	0	0	9.128604e-01	3.826354e-01	GRHPR;TP53I3;SPR;CAT;CRYZL1;DPYD;PGD;CRYZ;TM7SF2;CBR3
GO_Molecular_Function_2021	1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	LCAT;PAFAH1B3
GO_Molecular_Function_2021	1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	PIK3CB;PIK3CG
GO_Molecular_Function_2021	5'-3' DNA helicase activity (GO:0043139)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	PIF1;DNA2
GO_Molecular_Function_2021	alpha-mannosidase activity (GO:0004559)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	MAN2A1;MAN2B2
GO_Molecular_Function_2021	aspartic-type endopeptidase inhibitor activity (GO:0019828)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	PRNP;GAPDH
GO_Molecular_Function_2021	beta-1,3-galactosyltransferase activity (GO:0048531)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	C1GALT1C1;B3GALT4
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	PPP3R1;PPM1F
GO_Molecular_Function_2021	CDP-alcohol phosphatidyltransferase activity (GO:0017169)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	CDIPT;PIGF
GO_Molecular_Function_2021	fatty-acyl-CoA synthase activity (GO:0004321)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	ACSM3;ACSM5
GO_Molecular_Function_2021	galactosidase activity (GO:0015925)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	NAGA;GBA3
GO_Molecular_Function_2021	glucose:sodium symporter activity (GO:0005412)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	SLC5A9;SLC5A1
GO_Molecular_Function_2021	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	PHOSPHO1;ALPL
GO_Molecular_Function_2021	insulin-like growth factor II binding (GO:0031995)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	INSR;IGFBP2
GO_Molecular_Function_2021	long-chain fatty acid binding (GO:0036041)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	FABP3;PPARD
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	TREX1;MUTYH
GO_Molecular_Function_2021	myosin heavy chain binding (GO:0032036)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	SPTBN5;CORO1A
GO_Molecular_Function_2021	peroxisome proliferator activated receptor binding (GO:0042975)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	HMGA1;TACC1
GO_Molecular_Function_2021	phosphatidic acid transfer activity (GO:1990050)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	TRIAP1;PITPNC1
GO_Molecular_Function_2021	phosphatidylinositol 3-kinase regulatory subunit binding (GO:0036312)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	NLRC3;PTPN13
GO_Molecular_Function_2021	phosphatidylinositol phosphate 4-phosphatase activity (GO:0034596)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	INPP4B;SYNJ1
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	SYNJ1;SYNJ2
GO_Molecular_Function_2021	RNA polymerase II CTD heptapeptide repeat phosphatase activity (GO:0008420)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	CTDSPL;RPAP2
GO_Molecular_Function_2021	rRNA (adenine) methyltransferase activity (GO:0016433)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	TFB2M;TRMT61B
GO_Molecular_Function_2021	S-methyltransferase activity (GO:0008172)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	MGMT;DNMT3A
GO_Molecular_Function_2021	serine-type exopeptidase activity (GO:0070008)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	ACE;TPP1
GO_Molecular_Function_2021	signal recognition particle binding (GO:0005047)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	DERL2;SRP9
GO_Molecular_Function_2021	SUMO-specific protease activity (GO:0016929)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	SENP3;SENP1
GO_Molecular_Function_2021	threonine-type peptidase activity (GO:0070003)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	GGT5;PRSS50
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	2/7	6.629479e-01	9.999939e-01	0	0	9.495106e-01	3.903048e-01	DGKQ;EFNA5
GO_Molecular_Function_2021	dicarboxylic acid transmembrane transporter activity (GO:0005310)	8/29	6.634449e-01	9.999939e-01	0	0	9.041828e-01	3.709947e-01	SLC26A2;SLC13A3;SLC1A1;SLC25A30;SLC25A12;SLC25A11;SLC25A13;SLC26A5
GO_Molecular_Function_2021	palmitoyltransferase activity (GO:0016409)	8/29	6.634449e-01	9.999939e-01	0	0	9.041828e-01	3.709947e-01	ZDHHC9;ZDHHC5;ZDHHC24;ZDHHC6;ZDHHC21;ZDHHC16;GLUL;ZDHHC4
GO_Molecular_Function_2021	ubiquitin conjugating enzyme binding (GO:0031624)	8/29	6.634449e-01	9.999939e-01	0	0	9.041828e-01	3.709947e-01	RNF125;DCUN1D5;DCUN1D3;RNF19A;RNF217;DCUN1D1;AUP1;PPARA
GO_Molecular_Function_2021	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	21/75	6.641643e-01	9.999939e-01	0	0	9.228787e-01	3.776657e-01	IPPK;PDXK;MVK;CHKA;PANK1;DGKA;GLYCTK;PIK3CB;PIK3CG;PGM2L1;PAPSS2;HK1;GK5;CLP1;DGKQ;ETNK1;PI4KA;FAM20C;FAM20A;DGKI;DGKH
GO_Molecular_Function_2021	pyrophosphatase activity (GO:0016462)	15/54	6.672314e-01	9.999939e-01	0	0	9.127867e-01	3.693302e-01	ENTPD2;ENTPD3;DHX9;ENTPD7;ASMTL;NUDT5;NUDT16L1;NUDT6;NUDT9;PHOSPHO1;PPA2;ALPL;DHX29;ITPA;LHPP
GO_Molecular_Function_2021	phospholipid transfer activity (GO:0120014)	6/22	6.735403e-01	9.999939e-01	0	0	8.900709e-01	3.517627e-01	PITPNM2;TNFAIP8L3;TRIAP1;PITPNC1;C2CD2L;PLEKHA8
GO_Molecular_Function_2021	cysteine-type endopeptidase inhibitor activity (GO:0004869)	11/40	6.737938e-01	9.999939e-01	0	0	9.002290e-01	3.554385e-01	PRDX3;CAST;VIL1;RPS6KA3;TNFSF14;XIAP;BIRC5;CARD16;CST7;GAS6;BIRC3
GO_Molecular_Function_2021	ABC-type xenobiotic transporter activity (GO:0008559)	3/11	6.779969e-01	9.999939e-01	0	0	8.901266e-01	3.459144e-01	ABCC3;ABCB1;ABCA8
GO_Molecular_Function_2021	adenyl nucleotide binding (GO:0030554)	3/11	6.779969e-01	9.999939e-01	0	0	8.901266e-01	3.459144e-01	BAG3;BAG1;PFN1
GO_Molecular_Function_2021	adenyl-nucleotide exchange factor activity (GO:0000774)	3/11	6.779969e-01	9.999939e-01	0	0	8.901266e-01	3.459144e-01	BAG3;BAG1;PFN1
